survey,target,target_description,target_question,target_section,country,pool_size,majority_baseline,flags,feat_rank,feat_variable,feat_description,feat_question,feat_section,feat_importance_mean,feat_importance_std
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Angola,239.0,0.3475,,9.0,Q18,Govt gets things done vs govt accountable to citizens,"Which of the following statements is closest to your view? Statement 1: It is more important to have a government that can get things done, even if we have no influence over what it does. Statement 2: It is more important for citizens to be able to hold government accountable, even if that means it makes decisions more slowly?",political_attitudes,0.015,0.00373
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Angola,239.0,0.3475,,10.0,Q26,Democracy needs political party turnover vs ok if one party always wins,"Which of the following statements is closest to your view? Statement 1: In a democracy, it is better if power sometimes changes hands in elections from one political party to another. Statement 2: In a democracy, as long as a government is elected by the people in a free and fair election, it doesn't matter if one party always wins and continuously governs the country?",political_attitudes,0.01333,0.00543
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,1.0,Q17,Media checks government vs avoid negative reporting,"Which of the following statements is closest to your view? Statement 1: The news media should constantly investigate and report on government mistakes and corruption. Statement 2: Too much reporting on negative events, like government mistakes and corruption, only harms the country?",political_attitudes,0.00833,0.0078
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,2.0,Q46J,Government performance on fighting corruption,How well or badly would you say the current government is at fighting corruption in government?,institutional_trust,0.00583,0.00228
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,3.0,Q51B,Most important women's rights issue that government should address,Which women's rights and equality issues is the most important for the government and society to address?,social_attitudes,0.00583,0.00228
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,4.0,Q6E,How often gone without cash income,"Over the past year, how often, if ever, have you or anyone in your family gone without a cash income?",wellbeing,0.005,0.00349
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,5.0,Q84D,Same ethnic group as mother,Are you from the same ethnic community or cultural group as your mother?,demographics,0.00417,0.0
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,6.0,Q91C,Location of toilet or latrine,Where is your household's toilet or latrine located?,wellbeing,0.00333,0.00186
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,7.0,Q87A,Neighbours: people of different religion,Would you like having people of a different religion as neighbours?,social_attitudes,0.0025,0.00228
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,8.0,Q93A,Employment status,"Do you have a job that pays a cash income? If yes, is it full-time or part-time? If no, are you presently looking for a job?",demographics,0.0025,0.00228
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,9.0,Q34A,MPs listen,How much of the time do you think the members of Parliament try their best to listen to what ordinary people have to say?,institutional_trust,0.0025,0.00228
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Gabon,244.0,0.5903,WEAK_SIGNAL,10.0,Q100,Gender of respondent,What is your gender?,demographics,0.0025,0.00228
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,1.0,Q16,Media free to publish vs government control,Which of the following statements is closest to your view?Statement 1: The media should have the right to publish any views and ideas without government control. Statement 2: The government should have the right to prevent the media from publishing things that it disapproves of?,political_attitudes,0.01681,0.00891
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,2.0,Q22A,Reject one-party rule,There are many ways to govern a country. Would you disapprove or approve of the following alternative: Only one political party is allowed to stand for election and hold office?,political_attitudes,0.00756,0.00623
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,3.0,Q46J,Government performance on fighting corruption,How well or badly would you say the current government is at fighting corruption in government?,institutional_trust,0.00756,0.00352
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,4.0,Q17,Media checks government vs avoid negative reporting,"Which of the following statements is closest to your view? Statement 1: The news media should constantly investigate and report on government mistakes and corruption. Statement 2: Too much reporting on negative events, like government mistakes and corruption, only harms the country?",political_attitudes,0.00672,0.01246
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,5.0,Q73A,Government regulation of natural resource extraction,Should the government impose stricter regulations on natural resource extraction to reduce environmental damage?,contemporary_issues,0.00588,0.0023
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,6.0,Q78B,Perceived economic and political influence of the United States on the country,Do you think that the economic and political influence of the United States on this country is mostly positive or mostly negative?,political_attitudes,0.00504,0.00352
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,7.0,Q67B,Perception of climate change impact,Do you think climate change is making life in this country better or worse?,contemporary_issues,0.00504,0.0046
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,8.0,Q12B,Elections ensure voters remove unrepresentative leaders,"Thinking about how elections work in practice in this country, how well do elections enable voters to remove from office leaders who do not do what the people want?",political_attitudes,0.00504,0.00188
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,9.0,Q19B,Elected officials follow voter demands vs follow own ideas,Which of the following statements is closest to your view? Choose Statement 1 or Statement 2. Statement 1: Statement 1: Our elected officials should listen to voters' views and do what they demand. Statement 2: Our elected leaders should follow their own ideas in deciding what is best for the country?,political_attitudes,0.0042,0.00891
afrobarometer,Q15,Government bans organizations vs join any,"Let's talk for a moment about the kind of society you would like to have in this country. Which of the following statements is closest to your view? Statement 1: The government should be able to ban any organization that goes against its policies. Statement 2: We should be able to join any organization, whether or not the government approves of it?",political_attitudes,Mali,244.0,0.435,,10.0,Q13,Voting in the most recent national election,"In the last national election, did you vote, or not, or were you too young to vote? Or can't you remember whether you voted?",political_participation,0.0042,0.00515
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,1.0,Q84B,Ethnic group treated unfairly by government,"How often, if ever, are members of your ethnic group treated unfairly by the government?",social_attitudes,0.02308,0.00573
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,2.0,Q92A,Electric connection from mains,Do you have an electric connection to your home from the national power grid?,wellbeing,0.02222,0.00702
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,3.0,Q1,Respondent's age,How old are you?,demographics,0.01709,0.01863
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,4.0,Q90D,Own computer,"Do you personally own a computer? If not, does anyone else in your household own one?",demographics,0.01709,0.00523
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,5.0,Q53C,Likelihood of criticism or harassment for a woman reporting gender-based violence,"If a woman in your community reports being a victim of gender-based violence, how likely is it that she will be criticized, harassed, or shamed by others in the community?",institutional_trust,0.01282,0.00427
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,6.0,Q100,Gender of respondent,What is your gender?,demographics,0.01197,0.00975
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,7.0,Q37K,Trust in religious leaders,How much do you trust religious leaders?,institutional_trust,0.01111,0.00234
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,8.0,Q86E,Trust people from other religions,How much do you trust people from other religions?,social_attitudes,0.01111,0.00487
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,9.0,Q86C,Trust neighbours,How much do you trust your neighbours?,social_attitudes,0.01026,0.00487
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Angola,239.0,0.2408,,10.0,Q41B,Difficulty obtaining medical care,How easy or difficult was it to obtain the medical care or services you needed?,institutional_trust,0.01026,0.00234
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,1.0,Q93A,Employment status,"Do you have a job that pays a cash income? If yes, is it full-time or part-time? If no, are you presently looking for a job?",demographics,0.11213,0.00999
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,2.0,Q1,Respondent's age,How old are you?,demographics,0.0251,0.00418
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,3.0,Q100,Gender of respondent,What is your gender?,demographics,0.0159,0.00458
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,4.0,Q11D,Contact political party official,"During the past year, how often have you contacted a political party official about an important problem or to give your views?",political_participation,0.01423,0.00635
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,5.0,Q94,Education of respondent,What is your highest level of education?,demographics,0.01255,0.018
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,6.0,Q54,Perception of domestic violence as a private matter vs. a criminal matter,"Which of the following statements is closest to your view? 
Statement 1: Domestic violence is a private matter that should be resolved within the family. 
Statement 2: Domestic violence is a criminal matter that requires the involvement of law enforcement agencies?",values_identity,0.01004,0.00477
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,7.0,Q13,Voting in the most recent national election,"In the last national election, did you vote, or not, or were you too young to vote? Or can't you remember whether you voted?",political_participation,0.00837,0.00296
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,8.0,Q49A,Perceived equality of job opportunities between men and women,Do women and men in this country have equal opportunities to get a job that pays a wage or salary?,social_attitudes,0.00837,0.00296
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,9.0,Q92A,Electric connection from mains,Do you have an electric connection to your home from the national power grid?,wellbeing,0.00753,0.00187
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Gabon,244.0,0.2191,,10.0,Q86A,Trust other citizens,How much do you trust other citizens of your country?,social_attitudes,0.00669,0.00477
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,1.0,Q100,Gender of respondent,What is your gender?,demographics,0.13702,0.01546
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,2.0,Q93A,Employment status,"Do you have a job that pays a cash income? If yes, is it full-time or part-time? If no, are you presently looking for a job?",demographics,0.06043,0.01889
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,3.0,Q92A,Electric connection from mains,Do you have an electric connection to your home from the national power grid?,wellbeing,0.05787,0.00645
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,4.0,Q94,Education of respondent,What is your highest level of education?,demographics,0.05191,0.00631
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,5.0,Q1,Respondent's age,How old are you?,demographics,0.02383,0.00381
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,6.0,Q90I,How often use the Internet,How often do you use the Internet?,demographics,0.01702,0.00602
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,7.0,Q84A,"Ethnic community, cultural group, or tribe",What is your ethnic community or cultural group?,demographics,0.01532,0.00381
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,8.0,REGION,"Region, province, or state of respondent",Which region/province/state do you live in?,demographics,0.01277,0.00301
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,9.0,Q74E,Frequency of getting news from social media,"How often do you get news from social media such as Facebook, Twitter, WhatsApp, or others?",contemporary_issues,0.01191,0.00555
afrobarometer,Q93B,Occupation of respondent,"What is your main occupation? If unemployed, retired, or disabled, what was your last main occupation?",demographics,Mali,244.0,0.3222,,10.0,Q90B,Own television,"Do you personally own a television? If not, does anyone else in your household own one?",demographics,0.01106,0.00485
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,1.0,Q1,Governorate,In which governorate do you live?,demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,2.0,Q13,Urban or rural residence,"Is the area where you live urban, rural, or a camp?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,3.0,Q1001,Respondent age,How old are you?,demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,4.0,Q1002,Respondent gender,What is your gender?,demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,5.0,Q1014C,Household size,"Including yourself, how many family members live in this household on a permanent basis?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,6.0,Q1014D,Number of adults in household,"Of the people who live in this household, how many are age 18 and over?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,7.0,Q1014E,Number of children in household,"Of the people who live in this household, how many are under age 18?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,8.0,Q2061A,Most important national challenge,What is the most important challenge facing your country today?,political_attitudes,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,9.0,Q262,Most serious economic issue,Which of the following economic issues is the most serious one facing your country?,political_attitudes,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Iraq,172.0,0.8732,SKEWED WEAK_SIGNAL,10.0,Q101,Evaluation of current economy,How would you evaluate the current economic situation in your country?,political_attitudes,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Kuwait,,,MISSING,,,,,,,
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,1.0,Q1,Governorate,In which governorate do you live?,demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,2.0,Q13,Urban or rural residence,"Is the area where you live urban, rural, or a camp?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,3.0,Q1001,Respondent age,How old are you?,demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,4.0,Q1002,Respondent gender,What is your gender?,demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,5.0,Q1014C,Household size,"Including yourself, how many family members live in this household on a permanent basis?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,6.0,Q1014D,Number of adults in household,"Of the people who live in this household, how many are age 18 and over?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,7.0,Q1014E,Number of children in household,"Of the people who live in this household, how many are under age 18?",demographics,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,8.0,Q2061A,Most important national challenge,What is the most important challenge facing your country today?,political_attitudes,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,9.0,Q262,Most serious economic issue,Which of the following economic issues is the most serious one facing your country?,political_attitudes,0.0,0.0
arabbarometer,Q1005B,Retiree receives pension,Do you receive a pension?,demographics,Mauritania,163.0,0.7941,WEAK_SIGNAL,10.0,Q101,Evaluation of current economy,How would you evaluate the current economic situation in your country?,political_attitudes,0.0,0.0
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,1.0,Q882,Past-year discrimination,"In the past year, have you personally faced discrimination?",social_attitudes,0.01123,0.00729
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,2.0,Q129A_1,Use cheaper foods frequency,"In the past 7 days, how often did your household rely on less preferred and less expensive foods?",wellbeing,0.01081,0.00496
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,3.0,Q867B,Life quality vs children,"Do you think your children's life quality will be better than, the same as, or worse than your own life quality?",wellbeing,0.00956,0.00913
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,4.0,Q554,Concern about natural disasters,How concerned or unconcerned are you about natural disasters in your country?,contemporary_issues,0.00873,0.00228
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,5.0,Q1002,Respondent gender,What is your gender?,demographics,0.00832,0.00764
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,6.0,Q610_1,Frequency of daily prayer,"Do you pray daily always, most of the time, sometimes, rarely, or never?",values_identity,0.0079,0.00342
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,7.0,Q1003,Highest education level,What is your highest level of education?,demographics,0.0079,0.00271
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,8.0,Q1014C,Household size,"Including yourself, how many family members live in this household on a permanent basis?",demographics,0.0079,0.00474
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,9.0,Q201B_15,Trust in tribal leaders,How much trust do you have in tribal leaders?,institutional_trust,0.00748,0.00186
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Iraq,174.0,0.7231,,10.0,Q1,Governorate,In which governorate do you live?,demographics,0.00707,0.00599
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,1.0,Q907,Discrimination against Arab migrants,To what extent do you think migrants from other Arab countries are discriminated against in your country?,social_attitudes,0.00992,0.00691
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,2.0,Q1005,Employment status,"Are you currently employed, self-employed, retired, a housewife, a student, unemployed and/or looking for work, or something else?",demographics,0.00992,0.0037
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,3.0,QKUW38,Most-read Kuwaiti newspaper,Which daily Arabic-language Kuwaiti newspaper do you read most?,contemporary_issues,0.00744,0.00185
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,4.0,Q1001,Respondent age,How old are you?,demographics,0.00744,0.00346
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,5.0,Q540B_3,Impact of water scarcity,To what extent does water scarcity impact your everyday life?,contemporary_issues,0.00661,0.00226
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,6.0,Q105A,Neighborhood safety,How would you rate the safety of your neighborhood?,wellbeing,0.00579,0.00226
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,7.0,Q1003,Highest education level,What is your highest level of education?,demographics,0.00579,0.0037
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,8.0,QKUW28_5,Solution Bidoon: permanent residency for all,To what extent is 'grant them all permanent residency and close the file' an appropriate solution to the problem of the Bidoon in Kuwait?,social_attitudes,0.00579,0.0037
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,9.0,Q627_1,Harassment of women at work,"In your opinion, how widespread is harassment of women in the workplace in your country?",social_attitudes,0.00496,0.00346
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Kuwait,145.0,0.8602,SKEWED WEAK_SIGNAL,10.0,Q501D,Volunteering frequency,"In a typical month, do you volunteer your time to do unpaid work for or support a cause you care about?",political_participation,0.00496,0.00346
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,1.0,Q1002,Respondent gender,What is your gender?,demographics,0.04473,0.01387
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,2.0,Q1001,Respondent age,How old are you?,demographics,0.02869,0.0192
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,3.0,Q409,Internet use frequency,"On average, how often do you use the Internet? This includes Internet used on smartphones and tablets.",contemporary_issues,0.01941,0.00231
